route_id,bus_number,scheduled_arrival,actual_arrival,delay_minutes,distance_km,weekday,weather,region
R038,DL3897,12:38,12:52,14.6,10.7,Sunday,Cloudy,Noida Sector 18
R038,DL7068,10:07,10:21,14.7,21.0,Saturday,Rainy,Rajouri Garden
R038,DL9515,13:58,13:53,-5.0,22.3,Monday,Sunny,Saket
R013,DL9567,07:12,07:19,7.8,13.6,Friday,Sunny,Connaught Place
R004,DL2969,08:46,08:52,6.7,9.5,Sunday,Sunny,Rohini
R001,DL3580,13:55,14:08,13.4,15.0,Friday,Foggy,Rajouri Garden
R047,DL1591,15:08,15:14,6.8,16.6,Friday,Rainy,Saket
R029,DL4070,16:36,17:07,31.4,20.3,Sunday,Cloudy,Rajouri Garden
R041,DL8474,07:03,07:25,22.8,5.5,Tuesday,Cloudy,Rohini
R045,DL9287,11:41,11:51,10.9,28.1,Wednesday,Rainy,Noida Sector 18
R048,DL3001,17:41,17:48,7.5,22.7,Friday,Cloudy,Karol Bagh
R037,DL4347,13:47,13:42,-5.0,20.2,Saturday,Sunny,Saket
R042,DL3588,12:47,12:53,6.8,15.6,Wednesday,Sunny,Karol Bagh
R008,DL5458,06:30,06:36,6.0,28.1,Thursday,Rainy,Rajouri Garden
R043,DL6689,09:43,10:13,30.4,16.3,Thursday,Rainy,Noida Sector 18
R013,DL4237,12:47,12:57,10.2,15.0,Tuesday,Rainy,Dwarka
R004,DL5231,10:37,10:52,15.7,6.4,Wednesday,Rainy,Rajouri Garden
R042,DL8943,06:10,06:09,-0.8,5.1,Thursday,Rainy,Lajpat Nagar
R018,DL7429,13:36,13:49,13.5,13.3,Thursday,Cloudy,Connaught Place
R012,DL6397,12:50,12:45,-5.0,28.0,Saturday,Foggy,Dwarka
R034,DL3047,15:59,16:16,17.7,13.7,Friday,Sunny,Rajouri Garden
R004,DL6425,16:45,16:41,-3.2,16.3,Tuesday,Cloudy,Dwarka
R031,DL2427,09:17,09:12,-5.0,10.6,Wednesday,Cloudy,Rohini
R028,DL4780,07:26,07:29,3.5,9.4,Thursday,Cloudy,Connaught Place
R038,DL4974,06:31,06:44,13.0,17.5,Monday,Rainy,Dwarka
R019,DL7033,14:20,14:23,3.4,14.1,Tuesday,Foggy,Rohini
R002,DL4491,10:35,10:30,-5.0,19.5,Monday,Rainy,Rajouri Garden
R031,DL1495,10:57,11:07,10.2,29.0,Saturday,Sunny,Karol Bagh
R029,DL8516,16:20,16:17,-3.0,8.7,Saturday,Sunny,Karol Bagh
R004,DL3772,07:31,07:34,3.4,29.9,Friday,Sunny,Saket
R038,DL7484,06:03,06:01,-1.8,17.6,Wednesday,Foggy,Noida Sector 18
R047,DL3835,09:27,09:33,6.5,23.7,Wednesday,Cloudy,Dwarka
R047,DL8495,11:29,11:32,3.9,10.2,Saturday,Cloudy,Rohini
R034,DL3657,14:30,14:36,6.6,9.8,Wednesday,Rainy,Rajouri Garden
R039,DL5495,15:32,16:02,30.7,5.9,Friday,Sunny,Saket
R007,DL8285,17:51,17:46,-5.0,6.6,Monday,Sunny,Noida Sector 18
R038,DL1322,09:44,10:02,18.9,24.4,Monday,Rainy,Rohini
R012,DL4908,12:56,12:51,-5.0,16.0,Thursday,Cloudy,Noida Sector 18
R013,DL3664,13:27,13:22,-5.0,15.0,Sunday,Cloudy,Karol Bagh
R002,DL2658,15:35,15:42,7.0,9.5,Thursday,Sunny,Lajpat Nagar
R021,DL4697,11:39,11:42,3.5,26.5,Thursday,Cloudy,Karol Bagh
R045,DL5612,07:04,07:14,10.3,11.8,Thursday,Sunny,Rohini
R026,DL8551,09:39,09:40,1.4,21.1,Monday,Sunny,Rohini
R035,DL4013,06:42,06:46,4.3,8.9,Tuesday,Rainy,Noida Sector 18
R025,DL3163,06:05,06:09,4.1,22.9,Sunday,Sunny,Noida Sector 18
R015,DL9881,11:06,11:11,5.3,10.5,Tuesday,Cloudy,Connaught Place
R025,DL3079,10:23,10:28,6.0,10.8,Thursday,Sunny,Connaught Place
R008,DL4332,13:56,13:59,3.7,9.5,Thursday,Sunny,Rajouri Garden
R046,DL3108,11:49,11:50,1.5,21.3,Sunday,Sunny,Rohini
R026,DL6384,09:10,09:12,2.7,11.1,Thursday,Rainy,Dwarka
R001,DL5789,15:48,15:55,7.3,23.1,Saturday,Sunny,Rohini
R041,DL8741,06:32,06:39,7.5,14.9,Monday,Sunny,Noida Sector 18
R026,DL2069,11:48,11:46,-1.6,21.7,Saturday,Sunny,Karol Bagh
R050,DL1767,17:07,17:02,-4.4,27.4,Saturday,Rainy,Saket
R050,DL7686,15:14,15:09,-5.0,5.3,Thursday,Sunny,Rajouri Garden
R010,DL3085,08:08,08:30,22.6,27.3,Friday,Cloudy,Karol Bagh
R029,DL9198,06:24,06:19,-5.0,25.4,Saturday,Rainy,Noida Sector 18
R048,DL9214,13:04,13:00,-3.2,14.5,Saturday,Rainy,Saket
R050,DL8277,09:15,09:27,12.6,19.8,Monday,Cloudy,Saket
R033,DL8676,10:57,10:52,-5.0,15.2,Sunday,Rainy,Rohini
R011,DL4605,08:10,08:05,-5.0,18.8,Friday,Sunny,Connaught Place
R036,DL4969,15:49,15:48,-0.4,28.7,Thursday,Sunny,Saket
R007,DL9998,13:23,13:37,14.7,24.1,Monday,Cloudy,Rohini
R033,DL6683,16:33,16:37,4.7,25.0,Monday,Cloudy,Lajpat Nagar
R019,DL3480,15:18,15:44,26.6,15.6,Sunday,Sunny,Karol Bagh
R043,DL8551,09:24,09:35,11.7,11.4,Wednesday,Sunny,Rohini
R002,DL4912,10:09,10:04,-5.0,8.5,Tuesday,Cloudy,Connaught Place
R023,DL1756,16:34,16:40,6.0,11.8,Monday,Sunny,Rajouri Garden
R035,DL3826,07:48,07:43,-5.0,5.5,Wednesday,Sunny,Saket
R010,DL1519,06:54,07:04,10.5,18.9,Thursday,Sunny,Dwarka
R010,DL1550,14:14,14:14,0.3,21.3,Thursday,Cloudy,Karol Bagh
R026,DL4921,16:43,16:53,10.3,5.3,Tuesday,Sunny,Saket
R020,DL1686,11:28,11:49,21.2,8.4,Wednesday,Sunny,Karol Bagh
R041,DL8402,10:52,11:12,20.7,21.6,Thursday,Cloudy,Connaught Place
R034,DL2841,14:36,14:39,3.4,9.4,Thursday,Sunny,Rohini
R032,DL2054,08:15,08:28,13.1,14.6,Tuesday,Foggy,Lajpat Nagar
R031,DL3379,06:41,06:42,1.5,18.0,Saturday,Cloudy,Noida Sector 18
R040,DL1966,13:50,13:56,7.0,20.1,Friday,Cloudy,Saket
R028,DL9906,16:36,16:31,-5.0,11.1,Tuesday,Foggy,Noida Sector 18
R046,DL7581,13:43,13:40,-3.0,13.9,Sunday,Rainy,Rajouri Garden
R031,DL8636,14:45,14:55,10.7,23.0,Tuesday,Sunny,Rohini
R027,DL3780,17:48,17:43,-5.0,16.9,Wednesday,Foggy,Lajpat Nagar
R032,DL6606,06:40,06:45,6.0,21.6,Saturday,Sunny,Rajouri Garden
R019,DL1492,10:54,11:00,6.8,10.4,Thursday,Rainy,Dwarka
R045,DL1864,08:56,09:07,11.1,5.8,Sunday,Rainy,Rohini
R025,DL5916,07:07,07:02,-5.0,6.3,Tuesday,Cloudy,Rajouri Garden
R017,DL5955,15:52,15:47,-5.0,17.4,Thursday,Sunny,Karol Bagh
R034,DL9692,09:40,09:54,14.9,24.3,Wednesday,Cloudy,Connaught Place
R027,DL2168,12:53,12:59,6.8,7.7,Sunday,Cloudy,Saket
R046,DL8357,09:31,09:32,1.7,17.4,Saturday,Rainy,Karol Bagh
R039,DL9243,16:30,16:25,-5.0,22.2,Wednesday,Rainy,Saket
R030,DL7485,15:01,15:01,1.0,25.5,Tuesday,Sunny,Rajouri Garden
R041,DL2123,08:00,07:55,-5.0,25.0,Thursday,Sunny,Connaught Place
R003,DL1068,06:42,06:56,14.3,19.8,Wednesday,Sunny,Noida Sector 18
R022,DL5718,11:07,11:02,-5.0,14.0,Saturday,Cloudy,Rajouri Garden
R024,DL6209,13:46,13:48,2.7,18.5,Monday,Sunny,Dwarka
R017,DL2890,10:40,10:53,13.2,26.8,Wednesday,Rainy,Noida Sector 18
R029,DL1068,11:52,12:03,11.2,21.5,Thursday,Cloudy,Noida Sector 18
R048,DL7619,09:27,09:27,0.5,22.3,Saturday,Cloudy,Noida Sector 18
R015,DL4365,17:55,18:06,11.3,17.2,Sunday,Rainy,Saket
R015,DL3277,17:14,17:27,13.2,10.5,Thursday,Cloudy,Noida Sector 18
R009,DL7660,14:55,15:01,6.3,5.8,Monday,Sunny,Karol Bagh
R017,DL5376,12:04,12:13,9.5,22.4,Wednesday,Sunny,Saket
R049,DL1704,15:00,15:02,2.9,29.3,Thursday,Sunny,Rohini
R014,DL5722,10:11,10:27,16.3,28.6,Friday,Rainy,Rajouri Garden
R048,DL5553,15:36,15:40,4.2,26.1,Wednesday,Sunny,Noida Sector 18
R043,DL6674,16:31,16:26,-5.0,13.0,Wednesday,Cloudy,Noida Sector 18
R033,DL4269,13:59,14:09,10.0,8.0,Wednesday,Rainy,Rajouri Garden
R004,DL8870,07:31,07:26,-5.0,6.9,Thursday,Rainy,Rohini
R048,DL1095,06:20,06:37,17.8,23.1,Friday,Sunny,Karol Bagh
R010,DL6946,09:55,10:04,9.1,6.6,Tuesday,Sunny,Rohini
R044,DL1052,14:39,14:34,-5.0,24.8,Saturday,Foggy,Saket
R005,DL8887,08:41,08:54,13.7,13.0,Wednesday,Cloudy,Karol Bagh
R021,DL5376,17:30,17:37,7.8,20.4,Wednesday,Sunny,Rajouri Garden
R026,DL6931,13:43,13:55,12.1,10.8,Wednesday,Sunny,Saket
R022,DL9932,17:54,17:59,5.5,25.0,Sunday,Cloudy,Connaught Place
R030,DL4714,06:41,06:58,17.2,29.9,Thursday,Sunny,Karol Bagh
R006,DL2822,16:48,16:46,-1.8,15.0,Wednesday,Sunny,Saket
R033,DL4018,06:05,06:19,14.2,17.0,Saturday,Rainy,Noida Sector 18
R017,DL9936,09:31,09:39,8.1,29.6,Tuesday,Sunny,Connaught Place
R039,DL9826,14:29,14:24,-5.0,24.2,Wednesday,Rainy,Rohini
R025,DL2923,14:07,14:02,-5.0,23.4,Tuesday,Cloudy,Lajpat Nagar
R042,DL4567,11:55,11:56,2.0,11.0,Sunday,Sunny,Karol Bagh
R042,DL9405,17:58,17:54,-3.0,12.2,Sunday,Sunny,Saket
R038,DL3591,17:39,17:34,-5.0,12.4,Saturday,Sunny,Dwarka
R023,DL5421,10:36,10:31,-5.0,22.0,Sunday,Cloudy,Karol Bagh
R007,DL9669,12:52,12:55,3.3,10.5,Saturday,Cloudy,Saket
R021,DL2162,13:06,13:02,-3.3,27.0,Sunday,Sunny,Rohini
R003,DL7264,10:11,10:39,28.1,28.6,Friday,Rainy,Lajpat Nagar
R009,DL6439,11:52,11:50,-1.6,9.2,Saturday,Sunny,Rajouri Garden
R048,DL9744,14:49,15:05,16.7,29.8,Friday,Foggy,Karol Bagh
R037,DL4122,16:25,16:46,21.2,17.8,Friday,Sunny,Karol Bagh
R024,DL2408,10:26,10:25,-0.2,10.8,Wednesday,Cloudy,Karol Bagh
R008,DL3669,15:39,15:38,-1.0,9.7,Monday,Sunny,Connaught Place
R024,DL5664,15:41,15:41,0.0,24.5,Thursday,Rainy,Karol Bagh
R040,DL5242,07:18,07:21,3.3,29.2,Saturday,Cloudy,Karol Bagh
R021,DL9204,16:55,16:56,1.3,27.1,Friday,Sunny,Noida Sector 18
R018,DL7135,09:28,09:23,-5.0,24.0,Tuesday,Sunny,Rajouri Garden
R042,DL3954,07:50,07:58,8.4,22.4,Sunday,Sunny,Karol Bagh
R034,DL3834,08:26,08:27,1.2,10.6,Thursday,Rainy,Rohini
R014,DL7437,13:43,14:11,28.6,10.6,Saturday,Rainy,Rajouri Garden
R007,DL3652,09:17,09:31,14.4,19.5,Thursday,Cloudy,Dwarka
R006,DL8136,14:09,14:10,1.4,7.3,Saturday,Sunny,Connaught Place
R033,DL1801,16:33,16:43,10.8,8.2,Thursday,Cloudy,Connaught Place
R022,DL7530,06:22,06:32,10.4,27.2,Saturday,Cloudy,Rohini
R028,DL5209,17:53,18:08,15.8,18.8,Sunday,Sunny,Rohini
R049,DL6318,13:18,13:13,-5.0,7.2,Friday,Sunny,Rohini
R046,DL5063,14:57,14:52,-5.0,11.5,Tuesday,Foggy,Lajpat Nagar
R001,DL3649,10:05,10:01,-3.4,23.1,Friday,Cloudy,Noida Sector 18
R016,DL8710,09:40,09:44,4.9,10.5,Wednesday,Cloudy,Rohini
R032,DL2876,15:54,15:49,-5.0,22.1,Friday,Rainy,Dwarka
R016,DL4788,15:30,15:26,-3.7,19.8,Thursday,Sunny,Karol Bagh
R012,DL1511,08:31,08:49,18.2,25.6,Monday,Rainy,Lajpat Nagar
R022,DL6526,15:58,15:53,-5.0,19.1,Tuesday,Sunny,Lajpat Nagar
R008,DL7272,17:19,17:26,7.4,11.7,Sunday,Cloudy,Lajpat Nagar
R016,DL6248,10:55,11:03,8.1,21.5,Wednesday,Sunny,Saket
R044,DL5657,11:31,11:40,9.1,26.3,Friday,Cloudy,Rajouri Garden
R048,DL7139,13:34,13:46,12.2,25.9,Saturday,Cloudy,Noida Sector 18
R025,DL2944,07:19,07:34,15.1,22.4,Sunday,Sunny,Saket
R025,DL2789,14:03,14:23,20.3,23.8,Friday,Rainy,Connaught Place
R028,DL4014,16:41,16:42,1.3,9.0,Wednesday,Cloudy,Connaught Place
R003,DL7077,07:06,07:02,-3.3,23.6,Tuesday,Sunny,Rajouri Garden
R025,DL5198,12:19,12:28,9.2,9.0,Monday,Rainy,Dwarka
R026,DL1630,14:29,14:38,9.0,17.7,Thursday,Cloudy,Rohini
R045,DL3184,10:34,10:47,13.2,5.2,Thursday,Sunny,Lajpat Nagar
R047,DL7303,08:52,08:47,-5.0,29.5,Tuesday,Rainy,Noida Sector 18
R023,DL8394,07:51,08:03,12.5,20.8,Thursday,Sunny,Rajouri Garden
R040,DL2613,12:05,12:00,-5.0,18.5,Tuesday,Rainy,Dwarka
R017,DL6234,11:36,11:43,7.7,24.5,Thursday,Sunny,Dwarka
R020,DL9342,07:09,07:09,1.0,18.5,Wednesday,Sunny,Rajouri Garden
R001,DL8760,14:15,14:32,17.1,29.1,Tuesday,Cloudy,Connaught Place
R042,DL4949,16:29,16:24,-5.0,28.3,Monday,Rainy,Lajpat Nagar
R019,DL2919,08:49,08:55,6.8,7.6,Saturday,Sunny,Lajpat Nagar
R028,DL9981,13:27,13:36,9.1,6.7,Friday,Cloudy,Saket
R014,DL3457,13:49,13:50,1.4,12.5,Tuesday,Sunny,Noida Sector 18
R015,DL2059,16:42,16:48,6.7,19.6,Monday,Sunny,Dwarka
R022,DL5472,09:48,09:48,0.2,13.6,Friday,Cloudy,Dwarka
R002,DL5804,10:19,10:25,6.3,26.8,Thursday,Cloudy,Noida Sector 18
R046,DL8719,10:44,10:52,8.7,29.3,Saturday,Sunny,Rajouri Garden
R035,DL6684,11:26,11:25,-0.3,5.6,Friday,Cloudy,Saket
R012,DL4401,09:07,09:10,3.7,5.6,Saturday,Sunny,Lajpat Nagar
R006,DL8161,16:00,15:55,-5.0,24.3,Sunday,Cloudy,Rajouri Garden
R023,DL1914,14:49,14:44,-5.0,22.1,Thursday,Sunny,Saket
R011,DL4359,14:59,14:59,0.9,29.9,Friday,Sunny,Karol Bagh
R034,DL7387,11:30,11:25,-5.0,15.7,Sunday,Rainy,Dwarka
R045,DL4574,08:46,08:49,3.2,24.9,Sunday,Sunny,Rajouri Garden
R018,DL1577,16:53,17:09,16.2,22.3,Saturday,Sunny,Connaught Place
R033,DL5108,09:35,09:53,18.1,11.8,Tuesday,Cloudy,Rohini
R014,DL3483,17:36,17:38,2.8,28.8,Monday,Sunny,Noida Sector 18
R008,DL8504,12:50,12:45,-5.0,28.6,Tuesday,Rainy,Lajpat Nagar
R036,DL3207,10:31,10:26,-5.0,15.5,Saturday,Cloudy,Lajpat Nagar
R039,DL8229,16:38,16:59,21.6,11.9,Wednesday,Sunny,Lajpat Nagar
R003,DL2331,06:26,06:39,14.0,29.6,Tuesday,Cloudy,Rajouri Garden
R026,DL3074,06:54,06:56,2.9,10.7,Wednesday,Rainy,Lajpat Nagar
R043,DL5720,12:15,12:20,5.7,10.3,Monday,Rainy,Noida Sector 18
R022,DL3916,12:31,12:33,2.7,14.2,Wednesday,Rainy,Saket
R030,DL4446,16:55,17:05,10.1,26.6,Wednesday,Sunny,Saket
R039,DL4475,13:33,13:37,4.7,9.6,Saturday,Cloudy,Dwarka
R039,DL6126,15:17,15:29,12.1,26.7,Friday,Sunny,Lajpat Nagar
R003,DL4823,17:22,17:34,12.2,26.1,Wednesday,Sunny,Saket
R004,DL2594,08:30,08:25,-4.4,24.0,Sunday,Rainy,Noida Sector 18
R043,DL8088,17:19,17:27,8.2,5.8,Saturday,Sunny,Connaught Place
R008,DL6129,09:13,09:30,17.5,28.0,Saturday,Sunny,Dwarka
R035,DL9411,13:03,13:12,9.9,17.0,Thursday,Rainy,Connaught Place
R005,DL6457,15:07,15:15,8.7,7.9,Saturday,Sunny,Rohini
R012,DL4079,08:23,08:20,-2.6,15.8,Wednesday,Sunny,Noida Sector 18
R007,DL6810,16:45,16:42,-2.4,10.0,Monday,Rainy,Rajouri Garden
R022,DL6985,16:38,16:42,4.9,19.5,Thursday,Sunny,Rajouri Garden
R025,DL1920,12:34,12:32,-1.3,11.7,Sunday,Sunny,Karol Bagh
R017,DL8374,07:10,07:24,15.0,16.4,Saturday,Cloudy,Rohini
R026,DL4529,10:43,10:46,3.3,5.3,Friday,Cloudy,Connaught Place
R036,DL5177,14:27,14:25,-1.9,17.0,Tuesday,Rainy,Noida Sector 18
R033,DL2829,10:42,10:57,15.2,20.0,Tuesday,Rainy,Lajpat Nagar
R007,DL6905,17:47,17:42,-5.0,26.5,Saturday,Rainy,Lajpat Nagar
R037,DL7315,17:36,17:40,4.8,24.5,Saturday,Cloudy,Connaught Place
R021,DL7690,11:42,11:41,-0.7,7.6,Wednesday,Cloudy,Connaught Place
R028,DL1944,13:30,13:59,29.0,11.1,Saturday,Cloudy,Saket
R003,DL9296,06:06,06:10,4.8,22.6,Wednesday,Foggy,Lajpat Nagar
R010,DL7906,09:03,08:59,-3.8,19.0,Friday,Foggy,Karol Bagh
R034,DL8138,14:03,14:08,5.4,13.8,Sunday,Sunny,Karol Bagh
R043,DL8995,10:13,10:16,3.2,5.8,Tuesday,Sunny,Lajpat Nagar
R043,DL3281,07:11,07:08,-2.3,8.3,Sunday,Sunny,Connaught Place
R012,DL9432,10:37,10:51,14.9,19.2,Sunday,Sunny,Rohini
R050,DL7280,06:46,06:57,11.2,10.0,Tuesday,Sunny,Dwarka
R014,DL6243,07:31,07:38,7.8,9.2,Thursday,Sunny,Rohini
R020,DL4469,09:33,09:30,-3.0,22.7,Wednesday,Sunny,Lajpat Nagar
R035,DL6590,15:05,15:28,23.1,5.8,Friday,Sunny,Karol Bagh
R002,DL7869,07:46,07:54,8.6,26.8,Tuesday,Sunny,Saket
R019,DL7313,17:58,17:57,-0.8,22.9,Thursday,Sunny,Rajouri Garden
R044,DL5550,15:57,16:12,15.9,25.4,Monday,Foggy,Karol Bagh
R032,DL3596,09:18,09:24,6.1,7.0,Thursday,Rainy,Connaught Place
R001,DL2167,14:21,14:35,14.5,25.4,Sunday,Sunny,Connaught Place
R020,DL2212,11:43,11:52,9.0,16.3,Wednesday,Sunny,Rohini
R038,DL7164,12:01,12:27,26.8,23.3,Tuesday,Sunny,Karol Bagh
R046,DL1295,06:01,05:56,-5.0,7.0,Tuesday,Sunny,Saket
R002,DL5899,11:37,11:36,-0.3,24.7,Saturday,Rainy,Dwarka
R045,DL9038,13:47,14:21,34.7,21.5,Friday,Cloudy,Lajpat Nagar
R016,DL9058,11:59,12:03,4.0,23.0,Wednesday,Sunny,Noida Sector 18
R038,DL3587,12:14,12:09,-5.0,10.7,Monday,Rainy,Lajpat Nagar
R032,DL9111,14:38,14:48,10.6,22.0,Sunday,Cloudy,Karol Bagh
R022,DL1926,14:46,15:01,15.9,6.8,Saturday,Foggy,Noida Sector 18
R032,DL8152,13:25,13:28,3.9,23.2,Sunday,Foggy,Lajpat Nagar
R025,DL6224,11:26,11:21,-5.0,23.6,Saturday,Sunny,Karol Bagh
R006,DL8113,06:43,06:38,-4.0,14.3,Sunday,Cloudy,Lajpat Nagar
R002,DL7383,09:42,09:37,-5.0,29.7,Sunday,Cloudy,Connaught Place
R037,DL3325,12:20,12:45,25.0,23.1,Sunday,Sunny,Rohini
R039,DL7346,08:48,08:43,-5.0,17.2,Saturday,Sunny,Dwarka
R016,DL6381,13:36,13:35,-0.7,19.8,Wednesday,Sunny,Dwarka
R038,DL7422,15:10,15:20,10.3,27.8,Friday,Sunny,Karol Bagh
R004,DL5489,10:25,10:20,-5.0,20.8,Thursday,Sunny,Saket
R004,DL1929,09:54,10:03,9.0,23.3,Tuesday,Rainy,Connaught Place
R010,DL2731,17:32,17:30,-1.9,27.7,Saturday,Sunny,Noida Sector 18
R017,DL1253,16:00,16:08,8.2,9.5,Friday,Sunny,Rajouri Garden
R050,DL7763,07:51,07:53,2.1,17.3,Monday,Sunny,Karol Bagh
R005,DL9130,10:24,10:27,3.4,11.2,Tuesday,Cloudy,Karol Bagh
R022,DL2286,10:06,10:21,15.6,17.9,Monday,Cloudy,Connaught Place
R008,DL3576,11:10,11:05,-5.0,14.0,Wednesday,Cloudy,Noida Sector 18
R007,DL6823,10:07,10:15,8.2,14.8,Saturday,Cloudy,Rohini
R026,DL4484,17:40,17:53,13.1,29.2,Monday,Sunny,Connaught Place
R036,DL8477,17:17,17:12,-5.0,13.1,Monday,Cloudy,Karol Bagh
R049,DL7293,07:09,07:04,-5.0,24.3,Thursday,Rainy,Karol Bagh
R001,DL4136,16:04,16:06,2.3,6.8,Wednesday,Sunny,Noida Sector 18
R046,DL1071,11:02,10:57,-5.0,9.2,Saturday,Cloudy,Lajpat Nagar
R007,DL1088,13:42,13:49,7.5,25.7,Saturday,Cloudy,Dwarka
R025,DL5346,07:49,08:00,11.5,15.8,Thursday,Sunny,Rohini
R025,DL9990,15:21,15:16,-5.0,22.7,Thursday,Foggy,Rajouri Garden
R005,DL2580,09:27,09:40,13.5,9.2,Tuesday,Sunny,Rohini
R021,DL6444,06:02,06:19,17.2,16.9,Monday,Sunny,Rajouri Garden
R032,DL9834,12:07,12:15,8.6,26.1,Friday,Cloudy,Connaught Place
R021,DL7379,09:39,09:56,18.0,26.7,Wednesday,Rainy,Dwarka
R013,DL1908,07:33,07:34,1.7,10.1,Saturday,Cloudy,Connaught Place
R044,DL4036,17:33,17:32,-0.5,6.4,Monday,Cloudy,Karol Bagh
R031,DL9219,09:16,09:19,3.7,18.3,Friday,Cloudy,Lajpat Nagar
R041,DL1419,09:06,09:01,-5.0,28.3,Monday,Cloudy,Lajpat Nagar
R034,DL3107,13:16,13:15,-0.9,12.9,Thursday,Sunny,Noida Sector 18
R031,DL3774,16:30,16:35,5.1,8.7,Monday,Sunny,Connaught Place
R045,DL1160,06:05,06:11,6.4,29.7,Saturday,Sunny,Connaught Place
R027,DL5450,10:21,10:30,9.5,26.7,Saturday,Cloudy,Karol Bagh
R038,DL1870,08:55,08:50,-5.0,16.4,Friday,Sunny,Connaught Place
R022,DL1680,13:22,13:56,34.4,21.7,Wednesday,Cloudy,Noida Sector 18
R023,DL2941,10:42,10:37,-4.4,8.5,Saturday,Rainy,Dwarka
R047,DL2277,13:18,13:29,11.4,21.8,Monday,Cloudy,Noida Sector 18
R004,DL9727,09:38,09:45,7.8,29.2,Monday,Rainy,Noida Sector 18
R018,DL3337,07:34,07:32,-1.5,16.1,Tuesday,Sunny,Dwarka
R025,DL9331,12:03,12:13,10.5,26.7,Thursday,Rainy,Karol Bagh
R020,DL3744,13:50,13:45,-4.2,26.0,Monday,Sunny,Rohini
R041,DL5402,09:22,09:26,4.7,28.6,Wednesday,Sunny,Rajouri Garden
R048,DL1290,15:12,15:37,25.0,20.4,Monday,Sunny,Dwarka
R002,DL3012,14:49,14:49,0.5,26.7,Sunday,Sunny,Rohini
R042,DL8173,08:27,08:32,5.7,28.3,Monday,Sunny,Rajouri Garden
R009,DL6910,14:30,14:25,-5.0,22.2,Friday,Sunny,Karol Bagh
R050,DL6612,11:57,12:08,11.7,21.5,Saturday,Sunny,Dwarka
R003,DL4214,13:51,13:48,-2.7,14.8,Wednesday,Sunny,Rajouri Garden
R031,DL6368,13:32,13:39,8.0,21.4,Wednesday,Sunny,Saket
R037,DL9421,08:05,08:20,15.1,30.0,Saturday,Sunny,Noida Sector 18
R031,DL3746,07:38,07:40,2.5,24.6,Saturday,Cloudy,Connaught Place
R023,DL4008,16:06,16:16,10.6,19.2,Sunday,Cloudy,Dwarka
R045,DL1143,09:02,09:10,8.6,15.1,Friday,Sunny,Saket
R034,DL9461,10:27,10:42,15.5,13.2,Sunday,Rainy,Rohini
R019,DL3287,12:03,12:13,10.7,24.1,Sunday,Rainy,Saket
R026,DL5986,10:19,10:36,17.9,24.9,Wednesday,Sunny,Lajpat Nagar
R017,DL9561,06:31,06:33,2.4,8.0,Monday,Sunny,Dwarka
R016,DL1607,10:33,10:28,-5.0,18.6,Saturday,Cloudy,Connaught Place
R017,DL7554,07:49,07:44,-5.0,22.4,Saturday,Sunny,Dwarka
R043,DL4328,17:36,17:31,-5.0,14.7,Friday,Cloudy,Dwarka
R033,DL7811,09:40,09:41,2.0,14.3,Friday,Sunny,Connaught Place
R035,DL8909,10:44,10:50,6.7,10.7,Saturday,Foggy,Lajpat Nagar
R004,DL5366,16:41,16:38,-2.0,21.7,Saturday,Cloudy,Connaught Place
R020,DL2726,11:08,11:03,-5.0,20.5,Friday,Cloudy,Noida Sector 18
R040,DL3825,16:13,16:11,-1.8,26.6,Thursday,Sunny,Lajpat Nagar
R050,DL7549,13:25,13:25,0.5,18.0,Thursday,Sunny,Connaught Place
R020,DL9379,11:05,11:09,4.8,13.5,Tuesday,Sunny,Noida Sector 18
R042,DL6379,11:19,11:38,19.5,14.5,Sunday,Sunny,Connaught Place
R025,DL7920,15:14,15:09,-5.0,18.3,Wednesday,Cloudy,Saket
R003,DL5836,14:47,14:58,11.8,20.2,Friday,Cloudy,Saket
R032,DL5346,14:19,14:29,10.8,23.0,Tuesday,Cloudy,Rohini
R027,DL4882,11:06,11:08,2.5,28.9,Wednesday,Sunny,Connaught Place
R011,DL1736,11:22,11:30,8.9,28.2,Friday,Rainy,Noida Sector 18
R027,DL2689,15:14,15:17,3.1,6.5,Thursday,Cloudy,Noida Sector 18
R040,DL7656,12:05,12:15,10.5,7.5,Wednesday,Sunny,Saket
R036,DL5487,10:18,10:14,-3.7,17.1,Thursday,Foggy,Noida Sector 18
R034,DL2501,17:34,17:29,-4.8,12.7,Friday,Sunny,Saket
R048,DL7325,15:00,14:55,-5.0,25.1,Wednesday,Sunny,Karol Bagh
R006,DL5964,11:33,11:41,9.0,20.3,Tuesday,Sunny,Saket
R042,DL3715,13:39,13:37,-1.0,22.9,Monday,Sunny,Saket
R045,DL1196,06:28,06:23,-5.0,8.0,Monday,Sunny,Lajpat Nagar
R047,DL7086,14:35,14:30,-4.7,9.5,Sunday,Cloudy,Saket
R046,DL8009,17:18,17:28,10.5,18.1,Sunday,Sunny,Rohini
R036,DL4058,16:39,16:45,6.6,22.7,Tuesday,Cloudy,Lajpat Nagar
R042,DL9194,09:52,09:47,-4.4,11.4,Thursday,Rainy,Saket
R028,DL6686,17:39,17:57,19.0,29.1,Friday,Sunny,Lajpat Nagar
R005,DL2939,16:53,16:57,4.2,18.8,Sunday,Cloudy,Lajpat Nagar
R012,DL5322,13:08,13:17,9.7,6.1,Tuesday,Sunny,Dwarka
